Area,Method,Pokémon,Min Level,Max Level
Magma Hideout 3F-1R,Dungeon,arcanine-hisui,40,50
Magma Hideout 3F-1R,Dungeon,ninetales,40,50
Magma Hideout 3F-1R,Dungeon,excadrill,40,50
Magma Hideout 3F-1R,Dungeon,ceruledge,40,50
Magma Hideout 3F-1R,Dungeon,armarouge,40,50
Magma Hideout 3F-1R,Dungeon,Chi-Yu,40,50
Magma Hideout 3F-1R,Dungeon,Ting-Lu,40,50
Magma Hideout 3F-2R,Dungeon,houndoom,40,50
Magma Hideout 3F-2R,Dungeon,arcanine,40,50
Magma Hideout 3F-2R,Dungeon,arcanine-hisui,40,50
Magma Hideout 3F-2R,Dungeon,ninetales,40,50
Magma Hideout 3F-2R,Dungeon,excadrill,40,50
Magma Hideout 3F-2R,Dungeon,ceruledge,40,50
Magma Hideout 3F-2R,Dungeon,armarouge,40,50
Magma Hideout 3F-2R,Dungeon,Chi-Yu,40,50
Magma Hideout 3F-2R,Dungeon,Ting-Lu,40,50
Magma Hideout 3F-3R,Dungeon,houndoom,40,50
Magma Hideout 3F-3R,Dungeon,arcanine,40,50
Magma Hideout 3F-3R,Dungeon,arcanine-hisui,40,50
Magma Hideout 3F-3R,Dungeon,ninetales,40,50
Magma Hideout 3F-3R,Dungeon,excadrill,40,50
Magma Hideout 3F-3R,Dungeon,ceruledge,40,50
Magma Hideout 3F-3R,Dungeon,armarouge,40,50
Magma Hideout 3F-3R,Dungeon,Chi-Yu,40,50
Magma Hideout 3F-3R,Dungeon,Ting-Lu,40,50
Magma Hideout 4F,Dungeon,donphan,40,50
Magma Hideout 4F,Dungeon,pupitar,40,50
Magma Hideout 4F,Dungeon,garganacl,40,50
Magma Hideout 4F,Dungeon,iron thorns,40,50
Magma Hideout 4F,Dungeon,iron treads,40,50
Magma Hideout 4F,Dungeon,great tusk,40,50
Magma Hideout 4F,Dungeon,ceruledge,40,50
Magma Hideout 4F,Dungeon,armarouge,40,50
Magma Hideout 4F,Dungeon,Chi-Yu,40,50
Magma Hideout 4F,Dungeon,Ting-Lu,40,50
Seafloor Cavern 1R,Dungeon,crobat,40,50
Seafloor Cavern 1R,Dungeon,klawf,40,50
Seafloor Cavern 1R,Dungeon,granbull,40,50
Seafloor Cavern 1R,Dungeon,probopass,40,50
Seafloor Cavern 1R,Dungeon,reuniclus,40,50
Seafloor Cavern 1R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 1R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 2R,Dungeon,crobat,40,50
Seafloor Cavern 2R,Dungeon,klawf,40,50
Seafloor Cavern 2R,Dungeon,granbull,40,50
Seafloor Cavern 2R,Dungeon,probopass,40,50
Seafloor Cavern 2R,Dungeon,reuniclus,40,50
Seafloor Cavern 2R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 2R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 3R,Dungeon,malamar,40,50
Seafloor Cavern 3R,Dungeon,mamoswine,40,50
Seafloor Cavern 3R,Dungeon,steenee,40,50
Seafloor Cavern 3R,Dungeon,appletun,40,50
Seafloor Cavern 3R,Dungeon,flapple,40,50
Seafloor Cavern 3R,Dungeon,toxtricity,40,50
Seafloor Cavern 3R,Dungeon,toxtricity-low-key,40,50
Seafloor Cavern 3R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 3R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 4R,Dungeon,malamar,40,50
Seafloor Cavern 4R,Dungeon,mamoswine,40,50
Seafloor Cavern 4R,Dungeon,steenee,40,50
Seafloor Cavern 4R,Dungeon,appletun,40,50
Seafloor Cavern 4R,Dungeon,flapple,40,50
Seafloor Cavern 4R,Dungeon,toxtricity,40,50
Seafloor Cavern 4R,Dungeon,toxtricity-low-key,40,50
Seafloor Cavern 4R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 4R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 5R,Dungeon,drednaw,40,50
Seafloor Cavern 5R,Dungeon,glimmora,40,50
Seafloor Cavern 5R,Dungeon,houndstone,40,50
Seafloor Cavern 5R,Dungeon,stonjourner,40,50
Seafloor Cavern 5R,Dungeon,iron jugulis,40,50
Seafloor Cavern 5R,Dungeon,brute bonnet,40,50
Seafloor Cavern 5R,Dungeon,iron bundle,40,50
Seafloor Cavern 5R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 5R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 6R,Dungeon,drednaw,40,50
Seafloor Cavern 6R,Dungeon,poliwhirl,40,50
Seafloor Cavern 6R,Dungeon,crawdaunt,40,50
Seafloor Cavern 6R,Dungeon,barbaracle,40,50
Seafloor Cavern 6R,Dungeon,hakamo-o,40,50
Seafloor Cavern 6R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 6R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 7R,Dungeon,drednaw,40,50
Seafloor Cavern 7R,Dungeon,poliwhirl,40,50
Seafloor Cavern 7R,Dungeon,crawdaunt,40,50
Seafloor Cavern 7R,Dungeon,barbaracle,40,50
Seafloor Cavern 7R,Dungeon,hakamo-o,40,50
Seafloor Cavern 7R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 7R,Dungeon,Chien-Pao,40,50
Seafloor Cavern 8R,Dungeon,flamigo,40,50
Seafloor Cavern 8R,Dungeon,munchlax,40,50
Seafloor Cavern 8R,Dungeon,porygon,40,50
Seafloor Cavern 8R,Dungeon,nidoking,40,50
Seafloor Cavern 8R,Dungeon,nidoqueen,40,50
Seafloor Cavern 8R,Dungeon,slither wing,40,50
Seafloor Cavern 8R,Dungeon,iron hands,40,50
Seafloor Cavern 8R,Dungeon,sandy shocks,40,50
Seafloor Cavern 8R,Dungeon,Wo-Chien,40,50
Seafloor Cavern 8R,Dungeon,Chien-Pao,40,50
Shoal Cave Entrance,Cave,great tusk,50,60
Shoal Cave Entrance,Cave,scream tail,50,60
Shoal Cave Entrance,Cave,brute bonnet,50,60
Shoal Cave Entrance,Cave,flutter mane,50,60
Shoal Cave Entrance,Cave,slither wing,50,60
Shoal Cave Entrance,Cave,sandy shocks,50,60
Shoal Cave Entrance,Cave,roaring moon,50,60
Shoal Cave Entrance,Cave,walking wake,50,60
Shoal Cave Entrance,Cave,gouging fire,50,60
Shoal Cave Entrance,Cave,raging bolt,50,60
Shoal Cave Inner,Cave,great tusk,50,60
Shoal Cave Inner,Cave,scream tail,50,60
Shoal Cave Inner,Cave,brute bonnet,50,60
Shoal Cave Inner,Cave,flutter mane,50,60
Shoal Cave Inner,Cave,slither wing,50,60
Shoal Cave Inner,Cave,sandy shocks,50,60
Shoal Cave Inner,Cave,roaring moon,50,60
Shoal Cave Inner,Cave,walking wake,50,60
Shoal Cave Inner,Cave,gouging fire,50,60
Shoal Cave Inner,Cave,raging bolt,50,60
Shoal Cave Stairs,Cave,iron treads,50,60
Shoal Cave Stairs,Cave,iron bundle,50,60
Shoal Cave Stairs,Cave,iron hands,50,60
Shoal Cave Stairs,Cave,iron jugulis,50,60
Shoal Cave Stairs,Cave,iron moth,50,60
Shoal Cave Stairs,Cave,iron thorns,50,60
Shoal Cave Stairs,Cave,iron valiant,50,60
Shoal Cave Stairs,Cave,iron leaves,50,60
Shoal Cave Stairs,Cave,iron boulder,50,60
Shoal Cave Stairs,Cave,iron crown,50,60
Shoal Cave Lower,Cave,iron treads,50,60
Shoal Cave Lower,Cave,iron bundle,50,60
Shoal Cave Lower,Cave,iron hands,50,60
Shoal Cave Lower,Cave,iron jugulis,50,60
Shoal Cave Lower,Cave,iron moth,50,60
Shoal Cave Lower,Cave,iron thorns,50,60
Shoal Cave Lower,Cave,iron valiant,50,60
Shoal Cave Lower,Cave,iron leaves,50,60
Shoal Cave Lower,Cave,iron boulder,50,60
Shoal Cave Lower,Cave,iron crown,50,60
Shoal Cave Ice,Cave,arctibax,50,60
Shoal Cave Ice,Cave,froslass,50,60
Shoal Cave Ice,Cave,lapras,50,60
Shoal Cave Ice,Cave,darmanitan galar,50,60
Shoal Cave Ice,Cave,cryogonal,50,60
Shoal Cave Ice,Cave,baxcalibur,50,60
Cave of Origin,Cave,Unown,60,65
Sky Pillar 1F,Dungeon,drapion,60,65
Sky Pillar 1F,Dungeon,noivern,60,65
Sky Pillar 1F,Dungeon,gardevoir,60,65
Sky Pillar 1F,Dungeon,drampa,60,65
Sky Pillar 1F,Dungeon,zoroark-hisui,60,65
Sky Pillar 1F,Dungeon,zoroark,60,65
Sky Pillar 1F,Dungeon,lucario,60,65
Sky Pillar 1F,Dungeon,shaymin,60,65
Sky Pillar 3F,Dungeon,skuntank,60,65
Sky Pillar 3F,Dungeon,altaria,60,65
Sky Pillar 3F,Dungeon,gallade,60,65
Sky Pillar 3F,Dungeon,drampa,60,65
Sky Pillar 3F,Dungeon,zoroark-hisui,60,65
Sky Pillar 3F,Dungeon,zoroark,60,65
Sky Pillar 3F,Dungeon,lucario,60,65
Sky Pillar 3F,Dungeon,shaymin,60,65
Sky Pillar 5F,Dungeon,spiritomb,60,65
Sky Pillar 5F,Dungeon,appletun,60,65
Sky Pillar 5F,Dungeon,flapple,60,65
Sky Pillar 5F,Dungeon,hatterene,60,65
Sky Pillar 5F,Dungeon,drampa,60,65
Sky Pillar 5F,Dungeon,zoroark-hisui,60,65
Sky Pillar 5F,Dungeon,zoroark,60,65
Sky Pillar 5F,Dungeon,hydrapple,60,65
Sky Pillar 5F,Dungeon,shaymin,60,65
Victory Road 1F,Cave,aggron,60,65
Victory Road 1F,Cave,machamp,60,65
Victory Road 1F,Cave,slaking,60,65
Victory Road 1F,Cave,houndoom,60,65
Victory Road 1F,Cave,dragapult,60,65
Victory Road 1F,Cave,diancie,60,65
Victory Road B1F,Cave,steelix,60,65
Victory Road B1F,Cave,conkeldurr,60,65
Victory Road B1F,Cave,braviary,60,65
Victory Road B1F,Cave,malamar,60,65
Victory Road B1F,Cave,dragonite,60,65
Victory Road B1F,Cave,diancie,60,65
Victory Road B1F,Rocksmash,Golem,60,65
Victory Road B1F,Rocksmash,Golem-Alola,60,65
Victory Road B2F,Cave,revaroom,60,65
Victory Road B2F,Cave,primeape,60,65
Victory Road B2F,Cave,farigiraf,60,65
Victory Road B2F,Cave,overqwil,60,65
Victory Road B2F,Cave,salamence,60,65
Victory Road B2F,Cave,diancie,60,65
Route 102,Old Rod,marill,,
Route 102,Old Rod,arrokuda,,
Route 102,Good Rod,marill,,
Route 102,Good Rod,arrokuda,,
Route 102,Good Rod,shellos,,
Route 102,Super Rod,azumarill,,
Route 102,Super Rod,gastrodon,,
Route 102,Super Rod,barraskewda,,
Route 102,Super Rod,luvdisc,,
Route 102,Super Rod,lapras,,
Route 102,Surfing,horsea,,
Route 102,Surfing,seadra,,
Route 103,Old Rod,chinchou,,
Route 103,Old Rod,mantyke,,
Route 103,Good Rod,clauncher,,
Route 103,Good Rod,remoraid,,
Route 103,Good Rod,corsola,,
Route 103,Super Rod,clamperl,,
Route 103,Super Rod,bruxish,,
Route 103,Super Rod,clawitzer,,
Route 103,Super Rod,octillery,,
Petalburg City,Old Rod,slowpoke,,
Petalburg City,Old Rod,slowpoke-galar,,
Petalburg City,Good Rod,slowpoke,,
Petalburg City,Good Rod,slowpoke-galar,,
Petalburg City,Super Rod,slowbro,,
Petalburg City,Super Rod,slowbro-galar,,
Petalburg City,Super Rod,slowking,,
Petalburg City,Super Rod,slowking-galar,,
Petalburg City,Surfing,cramorant,,
Petalburg City,Surfing,pelipper,,
Route 104,Old Rod,magikarp,,
Route 104,Old Rod,corphish,,
Route 104,Good Rod,clobbopus,,
Route 104,Good Rod,Qwilfish,,
Route 104,Good Rod,binacle,,
Route 104,Super Rod,crawdaunt,,
Route 104,Super Rod,grapploct,,
Route 104,Super Rod,Qwilfish,,
Route 104,Super Rod,barbaracle,,
Route 104,Super Rod,gyradaos,,
Route 104,Surfing,basculin,,
Route 104,Surfing,basculin-blue,,
Route 104,Surfing,basculin-red,,
Route 104,Surfing,basculin-white,,
Route 104,Surfing,basculin,,
Route 105,Old Rod,clauncher,,
Route 105,Old Rod,tentacool,,
Route 105,Good Rod,clauncher,,
Route 105,Good Rod,tentacool,,
Route 105,Super Rod,clawitzer,,
Route 105,Super Rod,tentacruel,,
Route 105,Surfing,skrelp,,
Route 105,Surfing,alomomola,,
Route 105,Surfing,wishiwashi,,
Route 105,Surfing,bruxish,,
Route 105,Surfing,floatzel,,
Route 106,Old Rod,ducklett,,
Route 106,Old Rod,tentacool,,
Route 106,Good Rod,tatsugiri,,
Route 106,Good Rod,veluza,,
Route 106,Good Rod,shellder,,
Route 106,Super Rod,cloyster,,
Route 106,Super Rod,tentacruel,,
Route 106,Super Rod,swanna,,
Route 106,Super Rod,cloyster,,
Route 106,Surfing,finneon,,
Route 106,Surfing,lumineon,,
Dewford Town,Old Rod,staryu,,
Dewford Town,Old Rod,corsola-galar,,
Dewford Town,Good Rod,staryu,,
Dewford Town,Good Rod,corsola-galar,,
Dewford Town,Good Rod,starmie,,
Dewford Town,Super Rod,starmie,,
Dewford Town,Super Rod,cursola,,
Dewford Town,Super Rod,bruxish,,
Dewford Town,Surfing,poliwhirl,,
Dewford Town,Surfing,frillish,,
Dewford Town,Surfing,jellicent,,
Route 107,Old Rod,buizel,,
Route 107,Old Rod,mareanie,,
Route 107,Good Rod,buizel,,
Route 107,Good Rod,mareanie,,
Route 107,Good Rod,carvanha,,
Route 107,Super Rod,floatzel,,
Route 107,Super Rod,toxapex,,
Route 107,Super Rod,sharpedo,,
Route 107,Super Rod,tauros-aqua,,
Route 107,Surfing,goldeen,,
Route 107,Surfing,seaking,,
Route 108,Old Rod,chinchou,,
Route 108,Old Rod,barboach,,
Route 108,Good Rod,chinchou,,
Route 108,Good Rod,barboach,,
Route 108,Super Rod,lanturn,,
Route 108,Super Rod,whiscash,,
Route 108,Surfing,magikarp,,
Route 108,Surfing,gyradaos,,
Route 109,Old Rod,wailmer,,
Route 109,Old Rod,psyduck,,
Route 109,Good Rod,wailmer,,
Route 109,Good Rod,psyduck,,
Route 109,Good Rod,barboach,,
Route 109,Super Rod,whiscash,,
Route 109,Super Rod,golduck,,
Route 109,Super Rod,wailord,,
Route 109,Surfing,relicanth,,
Route 109,Surfing,dondozo,,
Route 109,Surfing,poliwhirl,,
Route 109,Surfing,wailord,,
Route 109,Surfing,wishiwashi,,
Slateport City,Old Rod,skrelp,,
Slateport City,Old Rod,dewpider,,
Slateport City,Good Rod,dewpider,,
Slateport City,Good Rod,wimpod,,
Slateport City,Super Rod,golisopod,,
Slateport City,Super Rod,araqanid,,
Slateport City,Super Rod,dragalgae,,
Slateport City,Surfing,krabby,,
Slateport City,Surfing,kingler,,
Route 110,Old Rod,wooper-paldean,,
Route 110,Old Rod,wooper,,
Route 110,Good Rod,wooper,,
Route 110,Good Rod,wooper-paldean,,
Route 110,Super Rod,clodsire,,
Route 110,Super Rod,quagsire,,
Route 110,Surfing,pinchurchin,,
Route 110,Surfing,chinchou,,
Route 110,Surfing,lanturn,,
Route 111,Old Rod,magikarp,,
Route 111,Old Rod,grimer,,
Route 111,Good Rod,magikarp,,
Route 111,Good Rod,grimer alolan,,
Route 111,Super Rod,muk alolan,,
Route 111,Super Rod,muk,,
Route 111,Super Rod,gyarados,,
Route 111,Surfing,dratini,,
Route 111,Surfing,dragonair,,
Route 114,Old Rod,horsea,,
Route 114,Old Rod,remoraid,,
Route 114,Good Rod,horsea,,
Route 114,Good Rod,remoraid,,
Route 114,Super Rod,seadra,,
Route 114,Super Rod,octillery,,
Route 114,Surfing,yanma,,
Route 114,Surfing,chatot,,
Route 114,Surfing,flamigo,,
Meteor Falls 1F-1R,Old Rod,karrablast,,
Meteor Falls 1F-1R,Old Rod,shelmet,,
Meteor Falls 1F-1R,Good Rod,karrablast,,
Meteor Falls 1F-1R,Good Rod,shelmet,,
Meteor Falls 1F-1R,Super Rod,veluza,,
Meteor Falls 1F-1R,Super Rod,dondozo,,
Meteor Falls 1F-1R,Surfing,bombirdier,,
Meteor Falls 1F-1R,Surfing,oricorio,,
Meteor Falls 1F-2R,Old Rod,karrablast,,
Meteor Falls 1F-2R,Old Rod,shelmet,,
Meteor Falls 1F-2R,Good Rod,karrablast,,
Meteor Falls 1F-2R,Good Rod,shelmet,,
Meteor Falls 1F-2R,Super Rod,veluza,,
Meteor Falls 1F-2R,Super Rod,dondozo,,
Meteor Falls 1F-2R,Surfing,bombirdier,,
Meteor Falls 1F-2R,Surfing,oricorio,,
Meteor Falls B1F-1R,Old Rod,karrablast,,
Meteor Falls B1F-1R,Old Rod,shelmet,,
Meteor Falls B1F-1R,Good Rod,karrablast,,
Meteor Falls B1F-1R,Good Rod,shelmet,,
Meteor Falls B1F-1R,Super Rod,veluza,,
Meteor Falls B1F-1R,Super Rod,dondozo,,
Meteor Falls B1F-1R,Surfing,bombirdier,,
Meteor Falls B1F-1R,Surfing,oricorio,,
Meteor Falls B1F-2R,Old Rod,karrablast,,
Meteor Falls B1F-2R,Old Rod,shelmet,,
Meteor Falls B1F-2R,Good Rod,karrablast,,
Meteor Falls B1F-2R,Good Rod,shelmet,,
Meteor Falls B1F-2R,Super Rod,veluza,,
Meteor Falls B1F-2R,Super Rod,dondozo,,
Meteor Falls B1F-2R,Surfing,bombirdier,,
Meteor Falls B1F-2R,Surfing,oricorio,,
Meteor Falls Ship,Old Rod,skrelp,,
Meteor Falls Ship,Old Rod,tentacool,,
Meteor Falls Ship,Good Rod,skrelp,,
Meteor Falls Ship,Good Rod,tentacool,,
Meteor Falls Ship,Super Rod,tentacool,,
Meteor Falls Ship,Super Rod,dragalge,,
Meteor Falls Ship,Surfing,tentacool,,
Meteor Falls Ship,Surfing,skrelp,,
Meteor Falls Ship,Surfing,tentacruel,,
Route 115,Old Rod,spheal,,
Route 115,Old Rod,seel,,
Route 115,Good Rod,spheal,,
Route 115,Good Rod,seel,,
Route 115,Good Rod,sealeo,,
Route 115,Super Rod,sealeo,,
Route 115,Super Rod,dewgong,,
Route 115,Super Rod,walrein,,
Route 115,Surfing,chewtle,,
Route 115,Surfing,drednaw,,
Route 117,Old Rod,wiglett,,
Route 117,Old Rod,finizen,,
Route 117,Good Rod,wiglett,,
Route 117,Good Rod,finizen,,
Route 117,Good Rod,wugtrio,,
Route 117,Super Rod,wugtrio,,
Route 117,Super Rod,palafin,,
Route 117,Super Rod,feebas,,
Route 117,Surfing,masquerain,,
Route 117,Surfing,mantine,,
Route 117,Surfing,cramorant,,
Route 118,Old Rod,magikarp,,
Route 118,Old Rod,tympole,,
Route 118,Good Rod,tympole,,
Route 118,Good Rod,magikarp,,
Route 118,Good Rod,palpitoad,,
Route 118,Super Rod,gyarados,,
Route 118,Super Rod,seismatoad,,
Route 118,Surfing,wingull,,
Route 118,Surfing,pelipper,,
Route 119,Old Rod,azuril,,
Route 119,Old Rod,marill,,
Route 119,Good Rod,marill,,
Route 119,Good Rod,azumarill,,
Route 119,Super Rod,azumarill,,
Route 119,Surfing,Alomomola,,
Route 119,Surfing,feebas,,
Route 120,Old Rod,ducklett,,
Route 120,Old Rod,arrokuda,,
Route 120,Good Rod,ducklett,,
Route 120,Good Rod,arrokuda,,
Route 120,Super Rod,swanna,,
Route 120,Super Rod,barraskewda,,
Route 120,Super Rod,basculin,,
Route 120,Surfing,finneon,,
Route 120,Surfing,lumineon,,
Route 120,Surfing,Qwilfish,,
Route 121,Old Rod,slowpoke,,
Route 121,Old Rod,slowpoke-galar,,
Route 121,Good Rod,slowpoke,,
Route 121,Good Rod,slowpoke-galar,,
Route 121,Super Rod,slowbro,,
Route 121,Super Rod,slowbro-galar,,
Route 121,Super Rod,slowking,,
Route 121,Super Rod,slowking-galar,,
Route 121,Surfing,frillish,,
Route 121,Surfing,jellicent,,
Route 122,Old Rod,carvanha,,
Route 122,Old Rod,grimer-alola,,
Route 122,Good Rod,carvanha,,
Route 122,Good Rod,grimer-alola,,
Route 122,Super Rod,sharpedo,,
Route 122,Super Rod,muk alola,,
Route 122,Surfing,krabby,,
Route 122,Surfing,kingler,,
Route 123,Old Rod,staryu,,
Route 123,Old Rod,wooper-paldean,,
Route 123,Good Rod,staryu,,
Route 123,Good Rod,wooper-paldean,,
Route 123,Super Rod,starmie,,
Route 123,Super Rod,clodsire,,
Route 123,Surfing,surskit,,
Route 123,Surfing,masquerain,,
Lilycove City,Old Rod,arrokuda,,
Lilycove City,Old Rod,tympole,,
Lilycove City,Good Rod,tympole,,
Lilycove City,Good Rod,arrokuda,,
Lilycove City,Good Rod,palpitoad,,
Lilycove City,Super Rod,palpitoad,,
Lilycove City,Super Rod,barraskewda,,
Lilycove City,Super Rod,seismatoad,,
Lilycove City,Surfing,wailmer,,
Lilycove City,Surfing,tatsugiri,,
Lilycove City,Surfing,wailord,,
Route 124,Old Rod,mareanie,,
Route 124,Old Rod,shellos,,
Route 124,Good Rod,shellos,,
Route 124,Good Rod,mareanie,,
Route 124,Super Rod,gastrodon,,
Route 124,Super Rod,toxapex,,
Route 124,Surfing,binacle,,
Route 124,Surfing,corphish,,
Route 124,Surfing,clobbopus,,
Route 124,Surfing,barbaracle,,
Route 124,Surfing,crawdaunt,,
Mossdeep City,Old Rod,corphish,,
Mossdeep City,Old Rod,clauncher,,
Mossdeep City,Good Rod,corphish,,
Mossdeep City,Good Rod,clauncher,,
Mossdeep City,Good Rod,clawitzer,,
Mossdeep City,Super Rod,clawitzer,,
Mossdeep City,Super Rod,crawdaunt,,
Mossdeep City,Surfing,wingull,,
Mossdeep City,Surfing,remoraid,,
Mossdeep City,Surfing,octillery,,
Mossdeep City,Surfing,pelipper,,
Route 125,Old Rod,seel,,
Route 125,Old Rod,spheal,,
Route 125,Good Rod,seel,,
Route 125,Good Rod,spheal,,
Route 125,Good Rod,sealeo,,
Route 125,Super Rod,sealeo,,
Route 125,Super Rod,dewgong,,
Route 125,Super Rod,walrein,,
Route 125,Surfing,shellder,,
Route 125,Surfing,cloyster,,
Route 125,Surfing,lapras,,
Shoal Cave,Old Rod,Relicanth,,
Shoal Cave,Good Rod,Relicanth,,
Shoal Cave,Super Rod,Relicanth,,
Shoal Cave,Surfing,Relicanth,,
Route 126,Old Rod,magikarp,,
Route 126,Old Rod,tentacool,,
Route 126,Good Rod,magikarp,,
Route 126,Good Rod,tentacool,,
Route 126,Good Rod,wailmer,,
Route 126,Super Rod,tentacruel,,
Route 126,Super Rod,gyarados,,
Route 126,Super Rod,wailord,,
Route 126,Surfing,luvdisc,,
Route 126,Surfing,mantyke,,
Route 126,Surfing,mantine,,
Route 127,Old Rod,buizel,,
Route 127,Old Rod,finneon,,
Route 127,Good Rod,buizel,,
Route 127,Good Rod,finneon,,
Route 127,Super Rod,floatzel,,
Route 127,Super Rod,lumineon,,
Route 127,Surfing,corsola,,
Route 127,Surfing,veluza,,
Route 127,Surfing,bruxish,,
Route 128,Old Rod,binacle,,
Route 128,Old Rod,basculin,,
Route 128,Good Rod,basculin,,
Route 128,Good Rod,binacle,,
Route 128,Super Rod,barbaracle,,
Route 128,Super Rod,basculegion,,
Route 128,Super Rod,basculin,,
Route 128,Surfing,staryu,,
Route 128,Surfing,marill,,
Route 128,Surfing,azumarill,,
Route 128,Surfing,starmie,,
Route 129,Old Rod,krabby,,
Route 129,Old Rod,goldeen,,
Route 129,Good Rod,krabby,,
Route 129,Good Rod,goldeen,,
Route 129,Good Rod,seaking,,
Route 129,Super Rod,seaking,,
Route 129,Super Rod,kingler,,
Route 129,Surfing,psyduck,,
Route 129,Surfing,finizen,,
Route 129,Surfing,golduck,,
Route 129,Surfing,palafin,,
Route 129,Surfing,iron bundle,,
Evergrande City,Old Rod,skrelp,,
Evergrande City,Old Rod,qwilfish-hisui,,
Evergrande City,Good Rod,skrelp,,
Evergrande City,Good Rod,qwilfish-hisui,,
Evergrande City,Super Rod,qwilfish-hisui,,
Evergrande City,Super Rod,overqwil,,
Evergrande City,Super Rod,dragalge,,
Evergrande City,Surfing,skrelp,,
Evergrande City,Surfing,chewtle,,
Evergrande City,Surfing,drednaw,,
Route 130,Old Rod,psyduck,,
Route 130,Old Rod,carvanha,,
Route 130,Good Rod,psyduck,,
Route 130,Good Rod,carvanha,,
Route 130,Super Rod,sharpedo,,
Route 130,Super Rod,golduck,,
Route 130,Super Rod,phione,,
Route 130,Surfing,ducklett,,
Route 130,Surfing,poliwag,,
Route 130,Surfing,swanna,,
Route 131,Old Rod,frillish,,
Route 131,Old Rod,pincurchin,,
Route 131,Good Rod,frillish,,
Route 131,Good Rod,pincurchin,,
Route 131,Good Rod,pincurchin,,
Route 131,Super Rod,jellicent,,
Route 131,Super Rod,jellicent,,
Route 131,Super Rod,jellicent,,
Route 131,Super Rod,wishiwashi,,
Route 131,Super Rod,phione,,
Route 131,Surfing,shellos,,
Route 131,Surfing,wingull,,
Route 131,Surfing,wingull,,
Route 131,Surfing,pelipper,,
Route 131,Surfing,pelipper,,
Pacifidlog Town,Old Rod,lotad,,
Pacifidlog Town,Old Rod,horsea,,
Pacifidlog Town,Good Rod,lotad,,
Pacifidlog Town,Good Rod,horsea,,
Pacifidlog Town,Good Rod,lombre,,
Pacifidlog Town,Super Rod,seadra,,
Pacifidlog Town,Super Rod,ludicolo,,
Pacifidlog Town,Super Rod,kingdra,,
Pacifidlog Town,Surfing,dewpider,,
Pacifidlog Town,Surfing,wimpod,,
Pacifidlog Town,Surfing,golisopod,,
Pacifidlog Town,Surfing,araquanid,,
Victory Road,Old Rod,tympole,,
Victory Road,Old Rod,wimpod,,
Victory Road,Good Rod,tympole,,
Victory Road,Good Rod,wimpod,,
Victory Road,Good Rod,palpitoad,,
Victory Road,Super Rod,palpitoad,,
Victory Road,Super Rod,golisopod,,
Victory Road,Super Rod,seismitoad,,
Victory Road,Surfing,crobat,,
Victory Road,Surfing,braviary-hisui,,
Route 132,Old Rod,magikarp,,
Route 132,Old Rod,mareanie,,
Route 132,Good Rod,mareanie,,
Route 132,Good Rod,qwilfish,,
Route 132,Super Rod,gyarados,,
Route 132,Super Rod,toxapex,,
Route 132,Super Rod,manaphy,,
Route 132,Surfing,pidgey,,
Route 132,Surfing,surskit,,
Route 132,Surfing,masquerain,,
Route 132,Surfing,pidgeotto,,
Route 133,Old Rod,wailmer,,
Route 133,Old Rod,barboach,,
Route 133,Good Rod,barboach,,
Route 133,Good Rod,wailmer,,
Route 133,Good Rod,whiscash,,
Route 133,Super Rod,whiscash,,
Route 133,Super Rod,wailord,,
Route 133,Super Rod,manaphy,,
Route 133,Surfing,buizel,,
Route 133,Surfing,finizen,,
Route 133,Surfing,floatzel,,
Route 134,Old Rod,horsea,,
Route 134,Old Rod,corphish,,
Route 134,Good Rod,horsea,,
Route 134,Good Rod,corphish,,
Route 134,Good Rod,seadra,,
Route 134,Super Rod,crawdaunt,,
Route 134,Super Rod,seadra,,
Route 134,Super Rod,kingdra,,
Route 134,Surfing,tentacool,,
Route 134,Surfing,wingull,,
Route 134,Surfing,tentacruel,,
Sootopolis City,Old Rod,magikarp,,
Sootopolis City,Good Rod,magikarp,,
Sootopolis City,Super Rod,magikarp,,
Sootopolis City,Surfing,magikarp,,
Seafloor Cavern,Old Rod,spheal,,
Seafloor Cavern,Old Rod,corsola-galar,,
Seafloor Cavern,Good Rod,spheal,,
Seafloor Cavern,Good Rod,corsola-galar,,
Seafloor Cavern,Super Rod,sealeo,,
Seafloor Cavern,Super Rod,walrein,,
Seafloor Cavern,Super Rod,cursola,,
Seafloor Cavern,Surfing,carvanha,,
Seafloor Cavern,Surfing,clamperl,,
Seafloor Cavern,Surfing,sharpedo,,
Seafloor Cavern,Surfing,huntail,,
Seafloor Cavern,Surfing,gorebyss,,
Grassy Slab,Surfing,Noibat,,
Grassy Slab,Surfing,Horsea,,
